link,start_node,end_node,traffic_volume,vehicles_remain,free_travel_time,average_travel_time,stddiv_travel_time,delay_ratio,length
Baba Kharak Singh Marg-1219699880,267249914,6720350030,0,0,113.76333205750993,-1.0,-1.0,-0.008790178539201695,1580.046278576527
Mother Teresa Crescent-447141155-reverse,267249914,4930107703,0,0,64.54924406871818,-1.0,-1.0,-0.015492048194017805,896.5172787321969
Patel Chowk-590609994-reverse,267249914,5681450599,0,0,96.17602427930719,-1.0,-1.0,-0.010397601767108558,1335.7781149903776
Tolstoy Marg-563974730,5681450599,5799663728,0,0,28.779525404922637,-1.0,-1.0,-0.03474692462541281,399.7156306239255
Mandi House Chowk-446922586,939091163,939091126,0,0,85.22526098810498,-1.0,-1.0,-0.011733610298237416,1183.684180390347
Rotary Number 5-24577121-reverse,939091126,6758692739,0,0,117.17322936026206,-1.0,-1.0,-0.008534372616166354,1627.405963336973
Ashoka Road-24583337,6666328386,5681450599,195,5,76.22187712764597,75.06279090794847,0.26977782734199884,0.984793260630981,1058.6371823284162
Kasturba Gandhi Marg-563975285,939091064,5681450599,320,5,46.75484110448082,49.24649657209805,2.01940829640615,1.053291924616945,649.3727931177891
Outer Circle-562340241-reverse,5799663725,5681450599,640,10,29.02865996285441,27.823137748813405,3.319725445913513,0.9584713102298346,403.17583281742236
Sansad Marg-997761544,5799663728,5799663725,0,0,4.4116321399114025,-1.0,-1.0,-0.22667347781632644,61.2726686098806
Dayal chowk-28190395-reverse,280741115,6642648216,0,0,54.06806273473655,-1.0,-1.0,-0.01849520677125242,750.9453157602298
Jawaharlal Nehru Marg-80429849,291510966,9052026098,0,0,42.71879583235257,-1.0,-1.0,-0.023408899537441127,593.3166087826746
Asaf Ali Road-28103852,9052026098,1753807172,0,0,96.62657833598082,-1.0,-1.0,-0.01034911943712727,1342.035810221956
Jawaharlal Nehru Marg-26582635-reverse,1395838315,308723085,0,0,78.78921134435093,-1.0,-1.0,-0.012692093028187145,1094.2946020048742
-reverse_renamedxQ6O0QRy,308723085,1395838315,0,0,78.78921134435093,-1.0,-1.0,-0.012692093028187145,1094.2946020048742
_renamed2iJS0Gxt,6404933442,1870091825,190,5,85.9838626311225,89.89401859721018,0.6437420402715408,1.0454754630280165,1194.220314321146
Mustafa Kemal Ataturk Marg-370533501,301037181,6657447306,0,0,36.09192456026883,-1.0,-1.0,-0.02770702898733288,501.27673000373375
Lok Kalyan Marg-80950062,6657447306,12780247333,0,0,61.19598206901456,-1.0,-1.0,-0.016340942104209343,849.9441954029801
rotary no 10-37222915-reverse,5792664540,301037181,165,10,110.60330326904045,110.08546796311407,0.2103766356468243,0.9953180846265798,1536.1569898477842
-reverse_renamedAES3e5Gw,939086513,939091163,145,0,71.31588088524697,74.90278019002736,0.5905232161412259,1.0502959405430607,990.4983456284302
-reverse_renamedPJptSKFu,308723081,1753807172,0,0,97.1288956160447,-1.0,-1.0,-0.010295597346777721,1349.012439111732
_renamedVyu3qoSM,308723081,9052026098,0,0,8.344232719871675,-1.0,-1.0,-0.11984325384627802,115.89212110932881
Satyagraha Marg-70255405-reverse,1395838315,838801754,0,0,45.26811990557069,-1.0,-1.0,-0.02209060155548762,628.7238875773708
Janpath-37222919-reverse,433484645,267197876,0,0,46.652739831045146,-1.0,-1.0,-0.021434968313148207,647.954719875627
-reverse_renameddfxZyWto,433484645,267197930,0,0,93.68635701775041,-1.0,-1.0,-0.010673912742818398,1301.1994030243113
_renamedX2edPuJj,433484645,5792664540,170,0,23.59332928143754,24.16181406071199,2.523310417897732,1.0240951487809613,327.6851289088547
Prithviraj Road-664985710-reverse,267197876,5792664540,545,5,66.17343020853177,65.82858228155617,1.792994955549095,0.9947887252347523,919.0754195629412
-reverse_renamed1B3XRoVd,5792664540,433484645,0,0,23.59332928143754,-1.0,-1.0,-0.04238486175780064,327.6851289088547
_renamedJz9m6fMJ,1870091825,3744432425,0,0,43.527861241507686,-1.0,-1.0,-0.02297379130234892,604.5536283542734
_renamed3s3P3mV6,1870091825,6657447306,0,0,118.54065742220718,-1.0,-1.0,-0.00843592419466928,1646.3980197528774
_renameddwNgFNV5,5792664540,267197930,0,0,116.86918482435884,-1.0,-1.0,-0.008556575469426666,1623.1831225605395
Dayal chowk-590610024-reverse,6642648216,280741115,0,0,54.06806273473655,-1.0,-1.0,-0.01849520677125242,750.9453157602298
Pusa Road-31058500,6642648216,10274798754,0,0,67.65106371804444,-1.0,-1.0,-0.014781733575805873,939.5981071950616
Link Road-77885889-reverse,280741115,562591589,0,0,93.38822131951483,-1.0,-1.0,-0.010707988500805031,1297.058629437706
Vinay Marg-708433698-reverse,267193307,6655403218,0,0,101.49192680847935,-1.0,-1.0,-0.00985300044492261,1409.6100945622131
Mother Teresa Crescent-502579560-reverse,267249914,621248528,0,0,186.00191348005012,-1.0,-1.0,-0.005376288777304736,2583.3599094451406
Mandir Marg-278577241,267249914,6642648216,0,0,144.5350542177037,-1.0,-1.0,-0.006918736810336442,2007.4313085792182
Rajaji Marg-44352049,433484629,267197925,0,0,53.48100264544212,-1.0,-1.0,-0.01869822835277798,742.7917034089184
Safdarjung Road-370546887-reverse,3744432425,301037181,0,0,91.53033085766508,-1.0,-1.0,-0.010925340164617754,1271.2545952453484
-reverse_renamedzBD7mEdA,301037181,5792664540,0,0,110.60330326904045,-1.0,-1.0,-0.009041321284659273,1536.1569898477842
-reverse_renamed6Mv9L6bC,5792664540,3744432425,0,0,67.17917838657452,-1.0,-1.0,-0.014885564605235569,933.0441442579794
Babu Ram Solanki Marg-714986189-reverse,6720350030,1802518268,0,0,98.70806320686326,-1.0,-1.0,-0.01013088462595292,1370.9453223175453
Deen Dayal Upadhyay Road-38699591,939086513,939091064,50,0,153.89538816480942,154.72231285809792,0.4791934417826859,1.0053732909293094,2137.4359467334643
Jawaharlal Nehru Marg-978263408,458640653,1802518268,0,0,61.82513254359066,-1.0,-1.0,-0.016174651939402415,858.6823964387593
Babu Ram Solanki Marg-714986189,1802518268,6720350030,190,5,98.70806320686326,99.96590722351446,0.20708306283561453,1.0127430726101385,1370.9453223175453
Jawaharlal Nehru Marg-590609992,9052026098,458640653,0,0,25.807563814913834,-1.0,-1.0,-0.03874833003114048,358.4383863182477
Jawaharlal Nehru Marg-28103817-reverse,1753807172,308723081,0,0,97.1288956160447,-1.0,-1.0,-0.010295597346777721,1349.012439111732
Shankar Road-749606303-reverse,6642648216,267249914,0,0,144.5350542177037,-1.0,-1.0,-0.006918736810336442,2007.4313085792182
Panchsheel Marg-28211431,6655403090,10302298915,0,0,49.99382240805525,-1.0,-1.0,-0.020002471342116763,694.3586445563229
-reverse_renamedZUzEAGoW,6655403090,563659651,135,0,26.823336148997132,29.872051039334604,0.6245637690290626,1.11365904947105,372.54633540273795
Shanti Path-309159548,563659651,563659537,0,0,89.65881970557864,-1.0,-1.0,-0.01115339241899232,1245.2613847997034
-reverse_renamedezrTUS55,563659651,6655403090,0,0,26.823336148997132,-1.0,-1.0,-0.03728097036271858,372.54633540273795
_renamedlhiT85P8,6655403218,563659651,0,0,60.161785955810494,-1.0,-1.0,-0.01662184697665909,835.580360497368
Shanti Path-370534204,563659651,621248528,0,0,87.76503029584143,-1.0,-1.0,-0.011394059759669256,1218.9587541089088
Nishadraj Marg-320353510,938524079,1753807172,0,0,93.4093816296968,-1.0,-1.0,-0.010705562787732652,1297.3525226346778
Netaji Subhash Marg-44830361,938524079,308723085,185,5,89.5815461402656,89.96919714643622,0.10927377167887227,1.0043273533765942,1244.1881408370223
Doctor Rajendra Prasad Road-44257669-reverse,6666328391,6702699426,0,0,51.81364429394803,-1.0,-1.0,-0.01929993563716194,719.633948527056
-reverse_renamed2ah1f8Z7,6655403218,6657447306,0,0,35.284688145925806,-1.0,-1.0,-0.02834090515025471,490.0651131378584
Teen Murti Marg-24576720-reverse,621248528,12780247333,0,0,6.287733516106607,-1.0,-1.0,-0.1590398189488165,87.32963216814731
South Avenue-710645768-reverse,12780247333,621248528,0,0,6.287733516106607,-1.0,-1.0,-0.1590398189488165,87.32963216814731
Indra Prasth Marg-733803588-reverse,939086513,838801754,0,0,93.62256551553493,-1.0,-1.0,-0.010681185614744433,1300.3134099379852
Vikas Marg-523568293,939086513,11982468958,0,0,147.88894909501602,-1.0,-1.0,-0.006761830455347396,2054.0131818752225
Delhi Secretariat Road-870450052,838801754,1395838315,0,0,45.26811990557069,-1.0,-1.0,-0.02209060155548762,628.7238875773708
-reverse_renamedwjG8w3xY,838801754,939086513,0,0,93.62256551553493,-1.0,-1.0,-0.010681185614744433,1300.3134099379852
Lodhi Road-678397112-reverse,910450995,910347050,0,0,54.031374678449566,-1.0,-1.0,-0.018507765274364756,750.4357594229107
Lodhi Road-678397107,910450995,436900031,0,0,139.0509965937186,-1.0,-1.0,-0.007191606133696516,1931.2638415794252
Dr. Zakir Hussain Marg-1199333276-reverse,10649389967,910347038,0,0,67.00073554826761,-1.0,-1.0,-0.014925209280420447,930.565771503717
Lala Lajpat Rai Path-77349507,10649389967,267074512,0,0,76.79086830140142,-1.0,-1.0,-0.013022381724803992,1066.539837519464
_renamedoDuo3Xi5,910347050,10649389967,0,0,83.99149171079877,-1.0,-1.0,-0.011905967850210596,1166.5484959833163
Lala Lajpat Rai Path-77349464,910347050,249823920,0,0,126.15057107978988,-1.0,-1.0,-0.007927035061676437,1752.0912649970817
Tilak Marg-446922582-reverse,939091126,939086513,0,0,110.76194479968999,-1.0,-1.0,-0.009028371628978467,1538.3603444401388
Maharishi Raman Marg-176492654-reverse,1524384434,436900031,50,0,86.90848363468237,85.6441132267053,0.9024398612831808,0.9854517032733903,1207.0622727039217
-reverse_renamed8qAHOBj5,915472406,915472647,0,0,70.15584173043851,-1.0,-1.0,-0.014253980500188768,974.3866907005348
Link Road-31058505-reverse,562591589,280741115,0,0,93.38822131951483,-1.0,-1.0,-0.010707988500805031,1297.058629437706
Rani Jhansi Road-77885905,562591589,915472406,0,0,59.99343163602621,-1.0,-1.0,-0.0166684914119748,833.2421060559196
Shri Mata Maharani Chowk-77885894,915472647,1802518268,0,0,121.85881602366021,-1.0,-1.0,-0.008206217921942054,1692.4835558841696
-reverse_renamedQcYTlMFb,915472647,915472406,0,0,70.15584173043851,-1.0,-1.0,-0.014253980500188768,974.3866907005348
Rani Jhansi Road-1152830611,915472647,562591589,0,0,129.6550311218269,-1.0,-1.0,-0.007712774362457069,1800.7643211364848
Panchkuian Road-125453679-reverse,562591589,6720350030,0,0,90.28490481263636,-1.0,-1.0,-0.011076048671427951,1253.957011286616
Jawaharlal Nehru Marg-80429849_renamed5StafUjF,308723085,1753807172,0,0,14.09270194163915,-1.0,-1.0,-0.07095871353422578,195.73197141165488
Jawaharlal Nehru Marg-80429849_renamed35qeE0Me,1753807172,291510966,0,0,63.38566706621567,-1.0,-1.0,-0.015776437265468117,880.3564870307732
Mahatma Gandhi Marg-175800218-reverse,1395838315,938524079,0,0,123.73424845986396,-1.0,-1.0,-0.008081836778799145,2062.237474331066
Netaji Subhash Marg-605958428,1753807172,938524079,0,0,93.4093816296968,-1.0,-1.0,-0.010705562787732652,1297.3525226346778
Bahadur Shah Zafar Marg-80499263,308723085,939086513,175,10,110.1704454665596,110.0168078168413,0.05081646855490968,0.9986054549469445,1530.145075924439
_renamedOvoA27iI,6345186422,938622410,0,0,83.1892076798439,-1.0,-1.0,-0.012020790050658123,1155.4056622200542
Tolstoy Marg-563679820,939091064,6758692739,25,0,40.92231363108192,40.37533040820417,0.45309980834639346,0.986633619305867,568.36546709836
-reverse_renamedVqqom3no,939091163,939086513,0,0,71.31588088524697,-1.0,-1.0,-0.014022122248045719,990.4983456284302
Kasturba Gandhi Marg-116046168,6702699426,939091126,0,0,65.67985594133079,-1.0,-1.0,-0.015225368351801204,912.220221407372
Kasturba Gandhi Marg-579781482,939091126,5681450599,0,0,143.18069835600932,-1.0,-1.0,-0.006984181607450791,1988.6208105001294
Bhagwan Das Road-995113419-reverse,6758692739,939091126,210,5,117.17322936026206,119.92540466367359,0.4530998150377511,1.0234880895443248,1627.405963336973
Firoz Shah Road-998790353-reverse,5681450599,6758692739,0,0,34.07189449447125,-1.0,-1.0,-0.029349703467832326,473.2207568676563
Tolstoy Marg-563791811_renamedhhWrXK1I,5681450599,939091064,180,0,46.75484110448082,47.977267287852754,2.3232254740826215,1.0261454462146549,649.3727931177891
Outer Circle-23133709-reverse,5681450599,6437715963,185,5,30.76966059521128,30.05558659854304,0.19923088260312358,0.9767929192959843,427.3563971557123
Outer Circle-562340247-reverse,6437715963,939091064,0,0,35.67562880606606,-1.0,-1.0,-0.028030339855704696,495.4948445286953
-reverse_renamedVYdICrCz,1524386723,938622410,0,0,36.499267305582876,-1.0,-1.0,-0.027397810252674345,506.9342681330955
Asaf Ali Road-80418124,1753807172,308723085,0,0,14.09270194163915,-1.0,-1.0,-0.07095871353422578,195.73197141165488
-reverse_renamedEYZMS7Nw,6666328391,6666328386,200,0,2.166856267296222,4.858342813364811,0.6174693611690687,2.242115864670154,30.095225934669752
Chaman Lal Marg-80418127-reverse,291510966,1753807172,0,0,63.38566706621567,-1.0,-1.0,-0.015776437265468117,880.3564870307732
Shivaji Flyover-164782730,1753807172,6758692739,0,0,170.21128646317175,-1.0,-1.0,-0.005875051066113456,2364.04564532183
Rotary 38-554515707-reverse,267193307,563659537,0,0,57.50315773153198,-1.0,-1.0,-0.017390349320793003,798.6549684934997
Rotary 38-570413604-reverse,563659537,267193307,0,0,57.50315773153198,-1.0,-1.0,-0.017390349320793003,798.6549684934997
Maharishi Raman Marg-561929986,1805801757,436900031,0,0,133.19994957178977,-1.0,-1.0,-0.007507510349777103,1849.9992996081912
-reverse_renamedfIoKb06j,910347050,910450995,0,0,54.031374678449566,-1.0,-1.0,-0.018507765274364756,750.4357594229107
Raja Ram Kohli Marg-175769953,938524079,1863231313,0,0,166.41718380656542,-1.0,-1.0,-0.006008994847325066,2311.3497750911865
Lodhi Road-760525678-reverse,5716610639,1870091825,0,0,3.9162728634290214,-1.0,-1.0,-0.2553448227109531,54.39267865873641
Lodhi Road-760525674-reverse,1870091825,5716610639,220,0,3.9162728634290214,4.94430846659288,0.23927573871437227,1.2625035688304234,54.39267865873641
Lodhi Road-565938874,5716610639,1524384434,0,0,168.0572720875148,-1.0,-1.0,-0.005950352445797502,2334.128778993261
Maharishi Raman Marg-730290860-reverse,436900031,1524384434,0,0,86.90848363468237,-1.0,-1.0,-0.01150635655091481,1207.0622727039217
rotary no 10-570427349-reverse,3744432425,5792664540,195,0,67.17917838657452,69.92556165186794,0.45214625245154766,1.040881465526263,933.0441442579794
_renamedYzc46cKZ,249823920,6345186422,0,0,16.070915850378846,-1.0,-1.0,-0.062224207338900765,223.20716458859508
Shivaji Flyover-80418139,6758692739,291510966,0,0,126.17031966649196,-1.0,-1.0,-0.00792579429649791,1752.3655509234995
Prithviraj Road-581989171,5792664540,1870091825,200,10,102.84756846950364,103.59784997762411,2.0436297701487076,1.0072950826090064,1428.4384509653285
_renamedWz1Zhagw,5792664540,5716610639,135,0,105.3730135532567,105.93768699992232,1.8759334185308196,1.0053588051401816,1463.5140771285653
_renamedgeqOGq6R,3007872805,267197860,0,0,71.77398860566404,-1.0,-1.0,-0.013932624052623502,996.860952856445
Shanti Path-309159545,563659537,6655403090,0,0,78.80102248294324,-1.0,-1.0,-0.012690190666199206,1094.4586455964338
Rotary 14-562340233,5792664540,1524384434,195,0,78.27372669599607,77.05868857708849,2.3397459994423913,0.9844770631194473,1087.1350929999455
Rotary 14-311784300,1524384434,5792664540,0,0,78.27372669599607,-1.0,-1.0,-0.01277567891821296,1087.1350929999455
rotary no 11-563679832-reverse,5792664540,267197876,190,5,66.17343020853177,65.05378221789104,0.24539183400004205,0.9830800974482902,919.0754195629412
Doctor A.P.J. Abdul Kalam Marg-37222906-reverse,301037181,3744432425,0,0,91.53033085766508,-1.0,-1.0,-0.010925340164617754,1271.2545952453484
-reverse_renamedN6Whc1zd,6657447306,6655403218,0,0,35.284688145925806,-1.0,-1.0,-0.02834090515025471,490.0651131378584
Shanti Path-370534205,621248528,563659651,0,0,87.76503029584143,-1.0,-1.0,-0.011394059759669256,1218.9587541089088
Windsor Place-447141132-reverse,5681450599,6666328386,220,0,76.22187712764597,76.64451872266233,2.10888667422501,1.0055448856803746,1058.6371823284162
Patel Chowk-447141148-reverse,5681450599,267249914,0,0,96.17602427930719,-1.0,-1.0,-0.010397601767108558,1335.7781149903776
Kasturba Gandhi Marg-570616026-reverse,939091064,6437715963,40,0,35.67562880606606,35.569592618447366,0.24575888540582014,0.9970277696240448,495.4948445286953
Maharishi Raman Marg-80958874-reverse,1524384434,910347038,0,0,38.97773692363035,-1.0,-1.0,-0.025655671132454778,541.3574572726438
_renamedDxAAtEE8,910347038,3007872805,0,0,61.4032513802065,-1.0,-1.0,-0.016285782552588945,852.8229358362014
-reverse_renamedQWat8qF1,910347038,10649389967,0,0,67.00073554826761,-1.0,-1.0,-0.014925209280420447,930.565771503717
-reverse_renamedN2kFNvJ9,3007872805,249823920,0,0,87.29514762321288,-1.0,-1.0,-0.01145539044525411,1212.4326058779568
-reverse_renamedTtdlq2qY,3007872805,910347038,30,0,61.4032513802065,63.426422478840344,1.7842691955728276,1.0329489245790333,852.8229358362014
Mother Teresa Crescent-44188368-reverse,621248528,267249914,0,0,186.00191348005012,-1.0,-1.0,-0.005376288777304736,2583.3599094451406
-reverse_renamedqPG7J57U,939091126,1524386723,0,0,36.08399333046914,-1.0,-1.0,-0.027713118967783563,501.1665740342936
Tolstoy Marg-563974730-reverse,5799663728,5681450599,0,0,28.779525404922637,-1.0,-1.0,-0.03474692462541281,399.7156306239255
-reverse_renamedM19pIigP,267074512,910450995,0,0,30.197372027200956,-1.0,-1.0,-0.033115464454960775,419.4079448222355
-reverse_renamedcSYkQy34,939086513,938622410,325,0,55.05252198372685,55.004012095979135,0.013950853937334988,0.9991188434970871,764.6183608850952
-reverse_renamedJISJUmWG,6666328391,267197925,0,0,75.7063314321192,-1.0,-1.0,-0.01320893485502772,1051.4768254461
Subramaniyam Bharti Marg-1187268468,249823920,910347038,500,10,71.02056415835435,71.24093468839187,2.129558531785158,1.0031029115672212,986.3967244215881
Sher Shah Road-43540281-reverse,6345186422,249823920,215,0,16.070915850378846,19.896315834940552,0.629788379868748,1.2380324817935953,223.20716458859508
Sansad Marg-997761544-reverse,5799663725,5799663728,0,0,4.4116321399114025,-1.0,-1.0,-0.22667347781632644,61.2726686098806
Deen Dayal Upadhyay Road-1391759204,9052026098,939086513,150,5,175.83241894904066,179.8900221667108,0.6680167739111552,1.0230765364084884,2442.116929847787
Chandragupta Marg-44351933,563659537,10302298915,0,0,86.63787631760114,-1.0,-1.0,-0.011542295846843633,1203.3038377444602
Chandragupta Marg-700313694,10302298915,563659537,0,0,86.63787631760114,-1.0,-1.0,-0.011542295846843633,1203.3038377444602
Chandragupta Marg-700313694_renamedUGtfG8cJ,563659651,10302298915,0,0,76.70706287542632,-1.0,-1.0,-0.013036609179314014,1065.37587326981
_renamedBaHVT8GK,563659651,6655403218,0,0,60.161785955810494,-1.0,-1.0,-0.01662184697665909,835.580360497368
Vinay Marg-24576748-reverse,6655403218,267193307,0,0,101.49192680847935,-1.0,-1.0,-0.00985300044492261,1409.6100945622131
Rajaji Marg-708474903,12780247333,433484629,0,0,59.367628170428425,-1.0,-1.0,-0.016844196590257408,824.5503912559503
_renamed7tXlwPJm,433484629,12780247333,0,0,59.367628170428425,-1.0,-1.0,-0.016844196590257408,824.5503912559503
Janpath-37222902-reverse,267197930,433484645,0,0,93.68635701775041,-1.0,-1.0,-0.010673912742818398,1301.1994030243113
Dara Shikoh Road-708488754,621248528,267197925,0,0,110.25026380295704,-1.0,-1.0,-0.009070273081497868,1531.253663929959
Asaf Ali Road-978263409,6660061352,1802518268,0,0,54.01394150744884,-1.0,-1.0,-0.01851373871432978,750.1936320479006
Asaf Ali Road-978263409_renamedOJ5L27fe,6660061352,9052026098,195,0,31.64348330997442,34.91142525401321,0.5380122002267236,1.1032737740035305,439.49282374964474
Ashoka Road-24577095-reverse,6666328386,6666328391,220,0,2.166856267296222,4.5755108897887675,1.818547381716142,2.1115894758898968,30.095225934669752
Firoz Shah Road-998790352-reverse,6758692739,5681450599,145,0,34.07189449447125,34.93812629963141,0.2315101880311469,1.025423646615856,473.2207568676563
Janpath-596373338-reverse,6666328391,5681450599,175,0,78.10361820585524,77.08192841359786,2.229721439911425,0.986918790502579,1084.772475081323
Bhagwan Das Road-995113416,938622410,939091126,0,0,65.97942634507727,-1.0,-1.0,-0.015156239685533581,916.3809214594066
Bhagwan Das Road-995113417-reverse,939086513,939091126,0,0,110.76194479968999,-1.0,-1.0,-0.009028371628978467,1538.3603444401388
Bhagwan Das Road-995113417,939091126,938622410,0,0,65.97942634507727,-1.0,-1.0,-0.015156239685533581,916.3809214594066
Lodhi Road-1187268505,436900031,5716610639,50,0,94.53765657364016,94.83304265159228,0.2220740334470498,1.0031245335314825,1313.0230079672244
Lodhi Road-24563348,1524384434,910347050,0,0,77.60147803694512,-1.0,-1.0,-0.012886352493491324,1077.7983060686822
Subramaniyam Bharti Marg-370947969-reverse,910347038,1524384434,350,0,38.97773692363035,38.454411480797674,2.2649804449743254,0.9865737345434386,541.3574572726438
Desh Bandhu Gupta Road-1312775227-reverse,1802518268,9052026098,0,0,85.65492381261515,-1.0,-1.0,-0.011674752080658803,1189.6517196196548
Asaf Ali Road-978263409_renamedFEIUtkQy,1802518268,6660061352,0,0,54.01394150744884,-1.0,-1.0,-0.01851373871432978,750.1936320479006
Pragati Maidan Tunnel-1248027209-reverse,938622410,1524386723,0,0,36.499267305582876,-1.0,-1.0,-0.027397810252674345,506.9342681330955
Purana Quila Road-562202340-reverse,1524386723,939091126,0,0,36.08399333046914,-1.0,-1.0,-0.027713118967783563,501.1665740342936
Mathura Road-77339658,7062680773,6723441908,170,10,118.23679900145426,119.7844976557333,0.5775228897762864,1.0130898220126883,1642.177763909087
Bahadur Shah Zafar Marg-293530130,939086513,1753807172,0,0,113.65853953106192,-1.0,-1.0,-0.008798283033776872,1578.5908268203045
-reverse_renamed5dRTqfty,6657447306,301037181,0,0,36.09192456026883,-1.0,-1.0,-0.02770702898733288,501.27673000373375
Dara Shikoh Road-708488754_renamed82oDL4iV,267197925,621248528,0,0,110.25026380295704,-1.0,-1.0,-0.009070273081497868,1531.253663929959
Bhairon Marg-130987222-reverse,249823920,1442029473,0,0,68.73258740190091,-1.0,-1.0,-0.01454913946644679,954.6192694708461
Pragati Maidan Tunnel-1248027210,9006449761,939091126,0,0,134.95665143602713,-1.0,-1.0,-0.007409786693425965,1874.3979366114881
